"emoji","codepoints","name","img_url","detail_url","kind","description","image_path"
"🤮","U+1F92E","[吐]","https://www.emojiall.com/images/60/douyin/1f92e.png","https://www.emojiall.com/en/emoji/%F0%9F%A4%AE","mapped","face vomiting","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f92epng.png"
"😓","U+1F613","[流汗]","https://www.emojiall.com/images/60/douyin/1f613.png","https://www.emojiall.com/en/emoji/%F0%9F%98%93","mapped","downcast face with sweat","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f613png.png"
"😌","U+1F60C","[摸头]","https://www.emojiall.com/images/60/douyin/1f60c.png","https://www.emojiall.com/en/emoji/%F0%9F%98%8C","mapped","relieved face","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f60cpng.png"
"😳","U+1F633","[红脸]","https://www.emojiall.com/images/60/douyin/1f633.png","https://www.emojiall.com/en/emoji/%F0%9F%98%B3","mapped","flushed face","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f633png.png"
"😅","U+1F605","[尬笑]","https://www.emojiall.com/images/60/douyin/1f605-new.png","https://www.emojiall.com/en/emoji/%F0%9F%98%85","mapped","grinning face with sweat","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f605-newpng.png"
"😜","U+1F61C","[做鬼脸]","https://www.emojiall.com/images/60/douyin/1f61c.png","https://www.emojiall.com/en/emoji/%F0%9F%98%9C","mapped","winking face with tongue","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f61cpng.png"
"😪","U+1F62A","[睡]","https://www.emojiall.com/images/60/douyin/1f62a.png","https://www.emojiall.com/en/emoji/%F0%9F%98%AA","mapped","sleepy face","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f62apng.png"
"🤩","U+1F929","[惊喜]","https://www.emojiall.com/images/60/douyin/1f929.png","https://www.emojiall.com/en/emoji/%F0%9F%A4%A9","mapped","star-struck","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f929png.png"
"🤕","U+1F915","[敲打]","https://www.emojiall.com/images/60/douyin/1f915-new.png","https://www.emojiall.com/en/emoji/%F0%9F%A4%95","mapped","face with head-bandage","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f915-newpng.png"
"🌈","U+1F308","[吐彩虹]","https://www.emojiall.com/images/60/douyin/1f308.png","https://www.emojiall.com/en/emoji/%F0%9F%8C%88","mapped","rainbow","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f308png.png"
"😭","U+1F62D","[大哭]","https://www.emojiall.com/images/60/douyin/1f62d.png","https://www.emojiall.com/en/emoji/%F0%9F%98%AD","mapped","loudly crying face","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f62dpng.png"
"🤞","U+1F91E","[比心]","https://www.emojiall.com/images/60/douyin/1f91e.png","https://www.emojiall.com/en/emoji/%F0%9F%A4%9E","mapped","crossed fingers","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f91epng.png"
"💪","U+1F4AA","[强壮]","https://www.emojiall.com/images/60/douyin/1f4aa.png","https://www.emojiall.com/en/emoji/%F0%9F%92%AA","mapped","flexed biceps","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f4aapng.png"
"🤛","U+1F91B","[碰拳]","https://www.emojiall.com/images/60/douyin/1f91b.png","https://www.emojiall.com/en/emoji/%F0%9F%A4%9B","mapped","left-facing fist","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f91bpng.png"
"👌","U+1F44C","[OK]","https://www.emojiall.com/images/60/douyin/1f44c.png","https://www.emojiall.com/en/emoji/%F0%9F%91%8C","mapped","OK hand","E:\OneDrive - The Chinese University of Hong Kong\College\Course Content\y3\AIST4010\project\emoji-finegrained-emotion\data\emoji_images\douyin\1f44cpng.png"
"","","[V5]","https://www.emojiall.com/images/60/douyin/clv.png","","vendor_only","",""
"","","[给力]","https://www.emojiall.com/images/60/douyin/clw.png","","vendor_only","",""
"","","[嘿哈]","https://www.emojiall.com/images/60/douyin/cm8.png","","vendor_only","",""
"","","[加好友]","https://www.emojiall.com/images/60/douyin/cm9.png","","vendor_only","",""
"","","[勾引]","https://www.emojiall.com/images/60/douyin/cmt.png","","vendor_only","",""
"","","[机智]","https://www.emojiall.com/images/60/douyin/cn0.png","","vendor_only","",""
"","","[来看我]","https://www.emojiall.com/images/60/douyin/cn1.png","","vendor_only","",""
"","","[灵机一动]","https://www.emojiall.com/images/60/douyin/cn2.png","","vendor_only","",""
"","","[困]","https://www.emojiall.com/images/60/douyin/cna.png","","vendor_only","",""
"","","[疑问]","https://www.emojiall.com/images/60/douyin/cnb.png","","vendor_only","",""
"","","[泣不成声]","https://www.emojiall.com/images/60/douyin/cnc.png","","vendor_only","",""
"","","[小鼓掌]","https://www.emojiall.com/images/60/douyin/cnd.png","","vendor_only","",""
"","","[发呆]","https://www.emojiall.com/images/60/douyin/cnf.png","","vendor_only","",""
"","","[吐血]","https://www.emojiall.com/images/60/douyin/cnj.png","","vendor_only","",""
"","","[酷拽]","https://www.emojiall.com/images/60/douyin/cnq.png","","vendor_only","",""
"","","[泪奔]","https://www.emojiall.com/images/60/douyin/cnv.png","","vendor_only","",""
"","","[抠鼻]","https://www.emojiall.com/images/60/douyin/co1.png","","vendor_only","",""
"","","[互粉]","https://www.emojiall.com/images/60/douyin/co3.png","","vendor_only","",""
"","","[去污粉]","https://www.emojiall.com/images/60/douyin/co8.png","","vendor_only","",""
"","","[666]","https://www.emojiall.com/images/60/douyin/co9.png","","vendor_only","",""
"","","[舔屏]","https://www.emojiall.com/images/60/douyin/cof.png","","vendor_only","",""
"","","[鄙视]","https://www.emojiall.com/images/60/douyin/cog.png","","vendor_only","",""
"","","[紫薇别走]","https://www.emojiall.com/images/60/douyin/coj.png","","vendor_only","",""
"","","[不失礼貌的微笑]","https://www.emojiall.com/images/60/douyin/cop.png","","vendor_only","",""
"","","[吐舌]","https://www.emojiall.com/images/60/douyin/coq.png","","vendor_only","",""
"","","[呆无辜]","https://www.emojiall.com/images/60/douyin/cor.png","","vendor_only","",""
"","","[白眼]","https://www.emojiall.com/images/60/douyin/cot.png","","vendor_only","",""
"","","[吃瓜群众]","https://www.emojiall.com/images/60/douyin/cox.png","","vendor_only","",""
"","","[绿帽子]","https://www.emojiall.com/images/60/douyin/coz.png","","vendor_only","",""
"","","[皱眉]","https://www.emojiall.com/images/60/douyin/cp2.png","","vendor_only","",""
"","","[擦汗]","https://www.emojiall.com/images/60/douyin/cp3.png","","vendor_only","",""
"","","[强]","https://www.emojiall.com/images/60/douyin/cp7.png","","vendor_only","",""
"","","[如花]","https://www.emojiall.com/images/60/douyin/cp8.png","","vendor_only","",""
"","","[奋斗]","https://www.emojiall.com/images/60/douyin/cpc.png","","vendor_only","",""
